Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Blaze Alexander ","ARI","3B",513.3800048828125,539,-7.269994871149,-10.7675111584308,-11.2891868025065,-1.41038244542558,-8.52346622137354,-39.2605414988855,13.100398860445114,-25.16014263844037,"Blaze Alexander","23789",677942
"Kyle Karros ","COL","3B",579.77001953125,476,0.701184185826906,-12.3480632550812,-13.7522821048716,-4.20783522974079,-9.84152800852359,-39.4485244123903,13.100398860445114,-25.34812555194517,"Kyle Karros","33252",691720
"Josh Smith ","TEX","1B/3B/SS",349.2300109863281,476,-3.28443931817284,-13.533477327569,-11.6997026862341,-2.34286670686399,-9.84152800852359,-40.7020140473635,13.937934068046204,-25.764079979317263,"Josh Smith","26396",669701
"Danny Jansen ","TEX","C",537.3099975585938,352,-6.45990075421539,-15.509167448382,-16.6258932909642,-5.14031949117919,-7.86443532779852,-51.5997163125393,24.78789805156883,-25.81181826097045,"Danny Jansen","16535",643376
"Ryan McMahon ","NYY","3B",389.5400085449219,511,-11.1242480885636,-9.18695906178041,-10.878670918779,-4.20783522974079,-4.5692808599234,-39.9669941587873,13.100398860445114,-25.866595298342165,"Ryan McMahon","15112",641857
"Gabriel Arias ","CLE","2B/SS",476.7699890136719,504,-7.31380761701857,-11.1626491825934,-13.7522821048716,-1.41038244542558,-7.86443532779852,-41.5035566777077,13.937934068046204,-26.565622609661485,"Gabriel Arias","22563",672356
"Christian Moore ","LAA","2B",392.8500061035156,490,-6.91965145658086,-11.557787206756,-12.9312503374166,-2.80910883758319,-7.20540443422349,-41.4232022725601,13.743726498026598,-26.679475774533536,"Christian Moore","34979",695681
"Victor Robles ","SEA","OF",313.30999755859375,455,-3.50343509649707,-15.509167448382,-14.9838297560541,4.18452312320483,-11.8186206892487,-41.630529866977,13.814289106390957,-26.816240760586084,"Victor Robles","18363",645302
"Cam Smith ","HOU","OF",321.5400085449219,441,-3.78813866845505,-12.7432012792438,-13.3417662211441,-3.27535096830239,-8.52346622137354,-41.6719233585189,13.814289106390957,-26.857634252127927,"Cam Smith","35108",701358
"Lane Thomas ","KCR","OF",453.2300109863281,399,-4.72982957538573,-14.3237533758942,-14.5733138723266,0.454586077451221,-8.52346622137354,-41.6957769675289,13.814289106390957,-26.88148786113792,"Lane Thomas","16939",657041
"Konnor Griffin ","PIT","SS",999,378,-0.24055202178616,-15.9043054725446,-16.6258932909642,1.38707033888962,-10.5005589020986,-41.8842393485039,13.937934068046204,-26.946305280457715,"Konnor Griffin","sa3065496",804606
"Max Muncy ","ATH","2B/3B",505.5400085449219,462,-4.57647363967165,-11.557787206756,-14.1627979885991,-3.74159309902159,-7.86443532779852,-41.9030872618469,13.743726498026598,-27.159360763820285,"Max Muncy","29779",691777
"Justin Crawford ","PHI","OF",999,378,0.898194315022168,-17.0897195450324,-16.2153774072367,2.78579673104723,-12.4776515828237,-42.0987574890234,13.814289106390957,-27.28446838263239,"Justin Crawford","sa3020240",702222
"Alek Thomas ","ARI","OF",566.1500244140625,427,-2.91217820549932,-13.1383393034064,-14.5733138723266,-2.34286670686399,-9.18249711494856,-42.1491952030449,13.814289106390957,-27.33490609665395,"Alek Thomas","23792",677950
"Victor Caratini ",,"C/DH",454.4599914550781,313,-0.656693831352832,-17.484857569195,-19.9100203607843,-5.60656162189839,-9.84152800852359,-53.4996613917541,24.78789805156883,-27.71176334018525,"Victor Caratini","14968",605170
"Masataka Yoshida ","BOS","DH",539.22998046875,364,2.97858625807878,-14.3237533758942,-16.6258932909642,-4.67407736045999,-9.84152800852359,-42.4866657777632,13.100398860445114,-28.38626691731807,"Masataka Yoshida","31837",807799
"Vaughn Grissom ","LAA","2B",660.6900024414062,469,-2.4303739029813,-13.1383393034064,-14.9838297560541,-2.80910883758319,-9.84152800852359,-43.2031798085486,13.743726498026598,-28.459453310522015,"Vaughn Grissom","26031",687093
"Zack Gelof ","ATH","2B",461.4599914550781,406,-7.02921729676657,-13.533477327569,-14.9838297560541,-0.477898183987181,-7.20540443422349,-43.2298269986004,13.743726498026598,-28.486100500573787,"Zack Gelof","29766",680869
"Pavin Smith ","ARI","1B/DH",511.5400085449219,434,-4.31373306650145,-12.3480632550812,-13.3417662211441,-4.67407736045999,-8.52346622137354,-43.2011061245603,13.603923500163452,-28.597182624396826,"Pavin Smith","19892",656976
"Adael Amador ","COL","2B",544.4600219726562,392,-2.0143679954618,-16.2994434967072,-14.9838297560541,0.454586077451221,-10.5005589020986,-43.3436140728705,13.743726498026598,-28.599887574843926,"Adael Amador","27962",691182
"Graham Pauley ","MIA","3B",668.6900024414062,441,-4.66409913141078,-12.3480632550812,-14.1627979885991,-3.74159309902159,-7.86443532779852,-42.7809888019112,13.100398860445114,-28.6805899414661,"Graham Pauley","31363",688363
"Carson Williams ","TBR","SS",435.2300109863281,441,-11.2337912784082,-12.3480632550812,-14.1627979885991,-0.0116560532679801,-5.88734264707344,-43.6436512224299,13.937934068046204,-28.705717154383702,"Carson Williams","30038",700246
"Rafael Marchán ","PHI","C",999,384,-4.51085644740269,-16.2994434967072,-17.4469250584192,-5.14031949117919,-11.1595897956736,-54.5571342893819,24.78789805156883,-28.769236237813086,"Rafael Marchan","21646",665561
"Isaac Collins ","KCR","OF",404.30999755859375,420,-3.21879947556268,-15.1140294242194,-14.1627979885991,-0.0116560532679801,-11.1595897956736,-43.6668727373228,13.814289106390957,-28.852583630931857,"Isaac Collins","25477",686555
"Gavin Lux ","CIN","OF/DH",577.3800048828125,490,-1.35731270946552,-13.1383393034064,-13.3417662211441,-4.67407736045999,-11.1595897956736,-43.6710853901496,13.814289106390957,-28.856796283758694,"Gavin Lux","19955",666158
"Keibert Ruiz ","WSN","C",393.30999755859375,320,-0.875666959335867,-17.484857569195,-20.7310521282393,-5.14031949117919,-10.5005589020986,-54.732455050048,24.78789805156883,-28.944556998479122,"Keibert Ruiz","19610",660688
"C.J. Kayfus ","CLE","OF",459.69000244140625,427,-4.46702105119193,-12.7432012792438,-14.9838297560541,-3.74159309902159,-7.86443532779852,-43.80008051331,13.814289106390957,-28.985791406919024,"C.J. Kayfus","33704",692216
"Carson Benge ","NYM","OF",999,434,-4.48891609895612,-14.3237533758942,-13.3417662211441,-1.87662457614478,-9.84152800852359,-43.8725882806628,13.814289106390957,-29.05829917427182,"Carson Benge","sa3025452",701807
"Jordan Walker ","STL","OF",380.69000244140625,406,-3.39398250801735,-13.533477327569,-15.8048615235092,-2.80910883758319,-8.52346622137354,-44.0648964180522,13.814289106390957,-29.25060731166128,"Jordan Walker","27475",691023
"Jhostynxon Garcia ","PIT","OF/DH",593.4600219726562,476,-6.28458181971355,-11.9529252309186,-14.9838297560541,-3.74159309902159,-7.20540443422349,-44.1683343399314,13.814289106390957,-29.354045233540422,"Jhostynxon Garcia","28142",691373
"Joey Bart ","PIT","C",491.8500061035156,357,-3.35023771317138,-17.0897195450324,-18.6784727096017,-5.60656162189839,-10.5005589020986,-55.2255504918025,24.78789805156883,-29.437652440233673,"Joey Bart","21524",663698
"Rowdy Tellez ",,"1B",701.77001953125,371,-4.86124516265322,-12.7432012792438,-16.2153774072367,-5.60656162189839,-5.22831175349842,-44.6546972245305,13.603923500163452,-30.050773724367065,"Rowdy Tellez","15679",642133
"José Caballero ","NYY","2B/3B/SS/OF",227.4600067138672,350,-5.32115441740707,-19.0654096658454,-17.4469250584192,9.31318656111604,-12.4776515828237,-44.9979541633793,13.937934068046204,-30.060020095333083,"Jose Caballero","23401",676609
"Pedro Pagés ","STL","C",534.6900024414062,352,-4.77366497159649,-16.6945815208698,-19.0889885933293,-5.60656162189839,-9.84152800852359,-56.0053247162175,24.78789805156883,-30.217426664648684,"Pedro Pages","25782",686780
"Kyle Higashioka ","TEX","C/DH",441.2300109863281,289,-4.86131311367681,-17.484857569195,-20.7310521282393,-4.67407736045999,-8.52346622137354,-56.2747663929446,24.78789805156883,-30.48686834137579,"Kyle Higashioka","5517",543309
"Luis Campusano ","SDP","DH",706.4600219726562,393,-2.4085468062407,-13.533477327569,-15.3943456397817,-5.60656162189839,-7.86443532779852,-44.8073667232883,13.100398860445114,-30.706967862843147,"Luis Campusano","22217",669134
"Griffin Conine ","MIA","OF",527.77001953125,427,-7.48908125083802,-11.9529252309186,-14.9838297560541,-5.14031949117919,-6.54637354064847,-46.1125292696384,13.814289106390957,-31.29824016324747,"Griffin Conine","21626",665052
"Will Benson ","CIN","OF",660.6900024414062,378,-6.5912710408005,-14.7188914000568,-15.8048615235092,-1.87662457614478,-7.20540443422349,-46.1970529747347,13.814289106390957,-31.38276386834378,"Will Benson","21853",666181
"Nick Fortes ","TBR","C",665.8499755859375,314,-2.95608155273367,-18.2751336175202,-20.3205362445118,-5.14031949117919,-10.5005589020986,-57.1926298080434,24.78789805156883,-31.40473175647461,"Nick Fortes","21538",663743
"Zach Cole ","HOU","OF",416.1499938964844,406,-8.91253115960432,-13.9286153517316,-14.5733138723266,-0.944140314706382,-7.86443532779852,-46.2230360261675,13.814289106390957,-31.408746919776497,"Zach Cole","31583",805904
"Tommy Pham ",,"OF",716.5399780273438,406,-2.73701782338585,-15.509167448382,-14.9838297560541,-3.27535096830239,-9.84152800852359,-46.346894004648,13.814289106390957,-31.532604898257006,"Tommy Pham","2967",502054
"Davis Schneider ","TOR","2B/OF",561.6199951171875,399,-6.89784701018146,-14.3237533758942,-14.1627979885991,-3.74159309902159,-7.20540443422349,-46.3313959079199,13.743726498026598,-31.587669409893266,"Davis Schneider","23565",676914
"Gary Sánchez ",,"C",665.4600219726562,276,-4.62044493792959,-17.8799955933576,-21.1415680119668,-5.60656162189839,-8.52346622137354,-57.7720363865259,24.78789805156883,-31.984138334957088,"Gary Sanchez","11442",596142
"Zach McKinstry ","DET","3B/SS/OF",329.6199951171875,427,-5.10209068805924,-15.1140294242194,-15.8048615235092,-0.0116560532679801,-11.1595897956736,-47.1922274847294,13.937934068046204,-32.25429341668321,"Zach McKinstry","19392",656716
"Jack Suwinski ","PIT","OF",729.77001953125,392,-8.40887711000451,-13.9286153517316,-16.2153774072367,-2.34286670686399,-6.54637354064847,-47.4421101164852,13.814289106390957,-32.62782101009428,"Jack Suwinski","22244",669261
"Casey Schmitt ","SFG","2B/3B",477.69000244140625,413,-4.07284224041303,-13.533477327569,-16.6258932909642,-4.67407736045999,-8.52346622137354,-47.4297564407798,13.743726498026598,-32.686029942753144,"Casey Schmitt","27577",669477
"George Valera ","CLE","OF/DH",612.6199951171875,378,-5.97809645169737,-15.1140294242194,-14.5733138723266,-4.67407736045999,-7.20540443422349,-47.5449215429269,13.814289106390957,-32.73063243653592,"George Valera","22541",671655
"Jesse Winker ",,"DH",999,371,-2.71516807630406,-15.509167448382,-15.8048615235092,-3.27535096830239,-9.84152800852359,-47.1460760250212,13.100398860445114,-33.04567716457608,"Jesse Winker","13590",608385
"Joe Mack ","MIA","C",999,335,-6.56939864337751,-17.8799955933576,-19.9100203607843,-4.67407736045999,-9.84152800852359,-58.875019966503,24.78789805156883,-33.087121914934116,"Joe Mack","sa3017374",691788
"Jose Trevino ","CIN","C",727.9199829101562,275,-1.51078189688557,-19.460547690008,-21.9625997794218,-5.14031949117919,-11.1595897956736,-59.2338386531682,24.78789805156883,-33.445940601599375,"Jose Trevino","16725",624431
"Jake Meyers ","HOU","OF",456.0799865722656,357,-1.37932100893569,-16.6945815208698,-17.8574409421467,-1.41038244542558,-11.1595897956736,-48.5013157130514,13.814289106390957,-33.68702660666045,"Jake Meyers","20308",676694
"Denzel Clarke ","ATH","OF",375.7699890136719,399,-6.24085967520877,-16.2994434967072,-15.8048615235092,-0.0116560532679801,-10.5005589020986,-48.8573796507917,13.814289106390957,-34.043090544400755,"Denzel Clarke","29858",672016
"Nathaniel Lowe ",,"1B",521.6199951171875,378,-2.56185744127238,-14.7188914000568,-16.6258932909642,-5.60656162189839,-9.18249711494856,-48.6957008691403,13.603923500163452,-34.09177736897687,"Nathaniel Lowe","19566",663993
"Yoán Moncada ",,"3B",607.9199829101562,392,-3.54729314304903,-14.7188914000568,-15.8048615235092,-5.14031949117919,-9.18249711494856,-48.3938626727428,13.100398860445114,-34.29346381229764,"Yoan Moncada","17232",660162
"Michael Massey ","KCR","2B",625.4600219726562,364,-1.22601037390401,-15.1140294242194,-18.2679568258742,-4.67407736045999,-9.84152800852359,-49.1236019929812,13.743726498026598,-34.3798754949546,"Michael Massey","27684",686681
"Tyrone Taylor ","NYM","OF",999,378,-4.79553736901947,-15.509167448382,-17.0364091746917,-1.41038244542558,-10.5005589020986,-49.2520553396174,13.814289106390957,-34.437766233226405,"Tyrone Taylor","13675",621438
"Andrew McCutchen ",,"DH",746.0800170898438,406,-4.94882535370996,-15.509167448382,-14.5733138723266,-5.14031949117919,-8.52346622137354,-48.6950923869713,13.100398860445114,-34.5946935265262,"Andrew McCutchen","9847",457705
"Zac Veen ","COL","OF",507.5400085449219,336,-1.66402458089366,-17.0897195450324,-18.6784727096017,-1.87662457614478,-10.5005589020986,-49.8094003137712,13.814289106390957,-34.99511120738023,"Zac Veen","27770",691728
"Jake Bauers ","MIL","1B/OF",535.8499755859375,357,-7.09497039108271,-15.509167448382,-17.0364091746917,-2.34286670686399,-7.86443532779852,-49.8478490488189,13.814289106390957,-35.033559942427935,"Jake Bauers","15194",641343
"Miguel Amaya ","CHC","C",444.8500061035156,264,-2.43055510571087,-20.2508237383332,-21.9625997794218,-5.14031949117919,-11.1595897956736,-60.9438879103187,24.78789805156883,-35.15598985874986,"Miguel Amaya","21693",665804
"Hyeseong Kim ","LAD","2B",453,329,-0.0216015441443217,-19.0654096658454,-18.6784727096017,0.920828208170422,-13.1366824763987,-49.9813381878197,13.743726498026598,-35.23761168979313,"Hyeseong Kim","35322",808975
"Cole Young ","SEA","2B",595.6199951171875,406,-3.1969044277985,-16.2994434967072,-15.3943456397817,-3.27535096830239,-11.8186206892487,-49.9846652218384,13.743726498026598,-35.240938723811794,"Cole Young","31680",702284
"Heriberto Hernández ","MIA","OF/DH",490.7699890136719,385,-6.76645407325517,-14.7188914000568,-16.6258932909642,-4.20783522974079,-7.86443532779852,-50.1835093218154,13.814289106390957,-35.36922021542449,"Heriberto Hernandez","24878",681715
"Mike Tauchman ",,"OF",692.6199951171875,399,-3.76628892137326,-17.0897195450324,-14.1627979885991,-4.67407736045999,-10.5005589020986,-50.1934427175634,13.814289106390957,-35.379153611172406,"Mike Tauchman","15274",643565
"Kody Clemens ","MIN","1B/2B/OF",358.7699890136719,322,-4.24811587423248,-15.509167448382,-18.6784727096017,-4.20783522974079,-7.86443532779852,-50.5080265897555,13.743726498026598,-35.76430009172893,"Kody Clemens","20572",665019
"Tyler Locklear ","ARI","1B",743.9199829101562,343,-3.17505468071671,-16.2994434967072,-18.2679568258742,-2.80910883758319,-9.84152800852359,-50.3930918494049,13.603923500163452,-35.78916834924145,"Tyler Locklear","31396",682988
"Ty France ",,"1B",652,364,-0.656648530670439,-15.9043054725446,-17.8574409421467,-5.60656162189839,-10.5005589020986,-50.5255154693588,13.603923500163452,-35.92159196919531,"Ty France","17982",664034
"Troy Johnston ","COL","OF",448.2300109863281,329,-1.00705989626217,-17.8799955933576,-19.4995044770568,-1.41038244542558,-11.1595897956736,-50.9565322077757,13.814289106390957,-36.14224310138478,"Troy Johnston","26143",687859
"Michael Conforto ",,"OF",704.6900024414062,371,-5.43062965622798,-15.1140294242194,-17.0364091746917,-5.60656162189839,-8.52346622137354,-51.711096098411,13.814289106390957,-36.89680699202005,"Michael Conforto","16376",624424
"Jonah Heim ",,"C/DH",537.1500244140625,269,-3.85398236413598,-20.2508237383332,-22.3731156631493,-5.14031949117919,-11.1595897956736,-62.7778310524713,24.78789805156883,-36.98993300090248,"Jonah Heim","16930",641680
"Starling Marte ",,"DH",999,315,0.569655346853428,-18.2751336175202,-19.4995044770568,-2.34286670686399,-11.8186206892487,-51.3664701438362,13.100398860445114,-37.26607128339105,"Starling Marte","9241",516782
"Henry Davis ","PIT","C",606.9199829101562,269,-4.70804777932753,-20.6459617624958,-22.3731156631493,-4.20783522974079,-11.1595897956736,-63.0945502303871,24.78789805156883,-37.30665217881823,"Henry Davis","29617",680779
"Thairo Estrada ",,"2B",680.77001953125,350,-2.5399623935082,-16.6945815208698,-19.0889885933293,-3.27535096830239,-10.5005589020986,-52.0994423781082,13.743726498026598,-37.35571588008164,"Thairo Estrada","16426",642731
"Owen Caissie ","CHC","OF/DH",444.3800048828125,329,-3.48165330043887,-17.0897195450324,-18.2679568258742,-4.20783522974079,-9.18249711494856,-52.2296620160348,13.814289106390957,-37.415372909643885,"Owen Caissie","27496",683357
"Ryan Ritter ","COL","2B/SS",603.4600219726562,343,-2.18959632859886,-17.484857569195,-18.2679568258742,-3.27535096830239,-11.1595897956736,-52.3773514876441,13.937934068046204,-37.4394174195979,"Ryan Ritter","31500",690022
"Jacob Young ","WSN","OF",673.1500244140625,336,-1.16034788095265,-20.2508237383332,-19.4995044770568,2.31955460032803,-13.7957133699737,-52.3868348659883,13.814289106390957,-37.57254575959733,"Jacob Young","29931",696285
"Endy Rodríguez ","PIT","C/1B",674.6199951171875,249,-1.5984073886247,-21.436237810821,-23.1941474306044,-4.67407736045999,-12.4776515828237,-63.3805215733337,24.78789805156883,-37.59262352176488,"Endy Rodriguez","25332",682848
"Carlos Santana ",,"1B",749.5399780273438,357,-4.620376986906,-15.9043054725446,-17.8574409421467,-4.67407736045999,-9.18249711494856,-52.2386978770059,13.603923500163452,-37.63477437684241,"Carlos Santana","2396",467793
"Braxton Fulford ","COL","C",742.6900024414062,230,-2.01450389750898,-21.8313758349836,-23.6046633143319,-4.67407736045999,-11.8186206892487,-63.9432410965331,24.78789805156883,-38.15534304496423,"Braxton Fulford","29704",690924
"Luis Matos ","SFG","OF",600,287,-1.31368116632553,-18.2751336175202,-20.3205362445118,-3.27535096830239,-9.84152800852359,-53.0262300051835,13.814289106390957,-38.21194089879251,"Luis Matos","26467",682641
"Harry Ford ","WSN","C/DH",485.3800048828125,258,-3.35032831453616,-22.2265138591462,-22.3731156631493,-3.74159309902159,-12.4776515828237,-64.1692025186769,24.78789805156883,-38.38130446710811,"Harry Ford","29958",695670
"Luis Torrens ","NYM","C",705.4600219726562,237,-2.18968692996365,-21.436237810821,-23.6046633143319,-5.14031949117919,-11.8186206892487,-64.1895282355443,24.78789805156883,-38.4016301839755,"Luis Torrens","15905",620443
"Javier Báez ","DET","3B/SS/OF",457.5400085449219,350,-3.81010166724283,-17.0897195450324,-19.4995044770568,-3.74159309902159,-10.5005589020986,-54.6414776904522,13.937934068046204,-39.70354362240597,"Javier Baez","12979",595879
"Tirso Ornelas ","SDP","OF/DH",999,343,-3.06555679155459,-17.8799955933576,-18.2679568258742,-4.20783522974079,-11.1595897956736,-54.5809342362008,13.814289106390957,-39.76664512980987,"Tirso Ornelas","22566",672359
"Mitch Garver ",,"C/DH",714.77001953125,230,-4.75188317553828,-21.436237810821,-23.1941474306044,-5.60656162189839,-11.1595897956736,-66.1484198345356,24.78789805156883,-40.36052178296681,"Mitch Garver","15161",641598
"Randal Grichuk ",,"OF/DH",999,280,-1.53267694464976,-17.484857569195,-20.7310521282393,-5.60656162189839,-9.84152800852359,-55.196676272506,13.814289106390957,-40.38238716611506,"Randal Grichuk","10243",545341
"Rafael Flores ","PIT","C/1B",713.0800170898438,241,-2.82475656683096,-21.8313758349836,-23.6046633143319,-5.60656162189839,-12.4776515828237,-66.3450089208685,24.78789805156883,-40.55711086929965,"Rafael Flores","31991",804668
"Nolan Gorman ","STL","2B/3B/DH",492.1499938964844,301,-5.73727357663254,-16.6945815208698,-19.9100203607843,-5.14031949117919,-7.86443532779852,-55.3466302772643,13.743726498026598,-40.602903779237714,"Nolan Gorman","22263",669357
"Andrés Chaparro ","WSN","1B",749.9199829101562,301,-3.24078512469165,-17.0897195450324,-20.3205362445118,-5.60656162189839,-9.18249711494856,-55.4400996510828,13.603923500163452,-40.83617615091933,"Andres Chaparro","21797",665953
"Dalton Rushing ","LAD","C",389.5400085449219,210,-3.39416371074692,-22.2265138591462,-23.6046633143319,-5.60656162189839,-11.8186206892487,-66.650523195372,24.78789805156883,-40.86262514380318,"Dalton Rushing","31382",687221
"Connor Wong ","BOS","C",661.77001953125,218,-1.83932086505431,-22.6216518833088,-24.4256950817869,-4.67407736045999,-13.1366824763987,-66.6974276670087,24.78789805156883,-40.90952961543984,"Connor Wong","19896",657136
"Ezequiel Duran ","TEX","1B/SS",695.4600219726562,301,-1.90493805732328,-19.0654096658454,-20.7310521282393,-2.34286670686399,-11.8186206892487,-55.8628872475206,13.937934068046204,-40.92495317947439,"Ezequiel Duran","23733",677649
"Luke Raley ","SEA","1B/OF",576.9199829101562,308,-5.0146010983673,-17.484857569195,-19.9100203607843,-4.20783522974079,-9.18249711494856,-55.7998113730359,13.814289106390957,-40.98552226664495,"Luke Raley","19354",670042
"Isiah Kiner-Falefa ",,"3B/SS",576,343,-0.985142198156786,-19.8556857141706,-19.9100203607843,-1.41038244542558,-13.7957133699737,-55.956944088511,13.937934068046204,-41.019010020464755,"Isiah Kiner-Falefa","16512",643396
"Everson Pereira ","CHW","OF",745.3099975585938,315,-5.82485376768928,-17.8799955933576,-19.9100203607843,-3.74159309902159,-8.52346622137354,-55.8799290422263,13.814289106390957,-41.06563993583531,"Everson Pereira","23695",677592
"Austin Martin ","MIN","OF",466.3800048828125,315,-0.481510798898165,-21.0410997866584,-19.0889885933293,-0.944140314706382,-14.4547442635488,-56.0104837571409,13.814289106390957,-41.196194650749966,"Austin Martin","27462",668885
"Christopher Morel ","MIA","OF",607.6900024414062,273,-4.09487319022439,-18.2751336175202,-20.7310521282393,-3.74159309902159,-9.18249711494856,-56.025149149954,13.814289106390957,-41.21086004356306,"Christopher Morel","21897",666624
"Drew Gilbert ","SFG","OF",627,343,-4.81747771746605,-17.8799955933576,-18.6784727096017,-4.20783522974079,-10.5005589020986,-56.0843401522648,13.814289106390957,-41.27005104587382,"Drew Gilbert","31545",687551
"Dylan Moore ",,"2B/OF",605.5399780273438,301,-6.85412486567668,-19.8556857141706,-19.9100203607843,0.920828208170422,-10.5005589020986,-56.1995616345597,13.743726498026598,-41.455835136533125,"Dylan Moore","18042",664238
"Oswaldo Cabrera ","NYY","3B",999,301,-2.36482466173592,-18.6702716416828,-19.9100203607843,-4.20783522974079,-10.5005589020986,-55.6535107960424,13.100398860445114,-41.553111935597265,"Oswaldo Cabrera","21707",665828
"J.C. Escarra ","NYY","C",999,221,-2.58388839108374,-22.6216518833088,-24.0151791980594,-5.14031949117919,-13.1366824763987,-67.4977214400298,24.78789805156883,-41.70982338846096,"J.C. Escarra","20084",641555
"Reese McGuire ",,"C",999,224,-2.89046436046471,-22.6216518833088,-24.4256950817869,-5.14031949117919,-12.4776515828237,-67.5557823995632,24.78789805156883,-41.767884347994425,"Reese McGuire","15674",624512
"James McCann ","ARI","C",716.9199829101562,208,-2.05831664337855,-22.6216518833088,-24.8362109655144,-5.60656162189839,-12.4776515828237,-67.6003926969238,24.78789805156883,-41.81249464535496,"James McCann","12859",543510
"Bryce Teodosio ","LAA","OF",999,378,-7.81759756866556,-19.0654096658454,-18.6784727096017,1.38707033888962,-12.4776515828237,-56.6520611880467,13.814289106390957,-41.83777208165578,"Bryce Teodosio","29524",669326
"Ben Williamson ","SEA","3B",735.0800170898438,350,-1.3574259611715,-18.6702716416828,-19.4995044770568,-3.27535096830239,-13.1366824763987,-55.9392355246121,13.100398860445114,-41.838836664167026,"Ben Williamson","33197",810938
"Jonny DeLuca ","TBR","OF/DH",583.5399780273438,280,-3.15320493363492,-19.460547690008,-21.1415680119668,-1.87662457614478,-11.1595897956736,-56.7915350074281,13.814289106390957,-41.97724590103715,"Jonny DeLuca","26365",676356
"Christian Vázquez ",,"C",999,256,-4.18247603162233,-22.2265138591462,-23.6046633143319,-4.67407736045999,-13.1366824763987,-67.824413041959,24.78789805156883,-42.03651499039023,"Christian Vazquez","9774",543877
"Adam Frazier ",,"2B/OF",735.9199829101562,371,-3.48160799975648,-18.2751336175202,-19.4995044770568,-3.27535096830239,-12.4776515828237,-57.0092486454595,13.743726498026598,-42.26552214743289,"Adam Frazier","15223",624428
"Nick Yorke ","PIT","1B/2B/3B/OF",588.6900024414062,308,-1.02897759436755,-19.8556857141706,-20.7310521282393,-2.34286670686399,-13.1366824763987,-57.0952646200401,13.743726498026598,-42.35153812201351,"Nick Yorke","27504",694377
"Taylor Walls ","TBR","SS",683.4600219726562,343,-6.43800570645121,-19.460547690008,-19.9100203607843,0.920828208170422,-12.4776515828237,-57.3653971318967,13.937934068046204,-42.42746306385052,"Taylor Walls","22458",670764
"Colby Thomas ","ATH","OF",516.8499755859375,266,-2.97802190118025,-18.6702716416828,-21.5520838956943,-4.20783522974079,-9.84152800852359,-57.2497406768217,13.814289106390957,-42.43545157043077,"Colby Thomas","31855",687515
"Will Wagner ","SDP","3B",999,329,-0.328200163866485,-19.0654096658454,-19.4995044770568,-4.67407736045999,-13.1366824763987,-56.7038741436273,13.100398860445114,-42.603475283182206,"Will Wagner","29634",695238
"Nick Castellanos ","PHI","OF",331.69000244140625,266,-1.59838473828351,-18.6702716416828,-21.9625997794218,-5.14031949117919,-10.5005589020986,-57.8721345526659,13.814289106390957,-43.05784544627496,"Nick Castellanos","11737",592206
"Hunter Feduccia ","TBR","C",999,262,-4.77375557296127,-22.2265138591462,-23.1941474306044,-5.60656162189839,-13.1366824763987,-68.9376609610089,24.78789805156883,-43.149762909440064,"Hunter Feduccia","23372",676439
"Adrian Del Castillo ","ARI","DH",594.8499755859375,304,-2.99989429860324,-17.8799955933576,-20.3205362445118,-5.60656162189839,-10.5005589020986,-57.3075466604696,13.100398860445114,-43.2071478000245,"Adrian Del Castillo","29554",680728
"Robert Hassell III ","WSN","OF",561.9199829101562,322,-2.60569283748314,-19.460547690008,-20.7310521282393,-2.80910883758319,-12.4776515828237,-58.0840530761373,13.814289106390957,-43.26976396974633,"Robert Hassell III","27482",690987
"Oswald Peraza ","LAA","3B",744,301,-4.883208161441,-19.460547690008,-20.7310521282393,-1.87662457614478,-10.5005589020986,-57.4519914579317,13.100398860445114,-43.351592597486544,"Oswald Peraza","22823",672724
"Enrique Hernández ",,"1B/3B/OF",739.22998046875,350,-4.77366497159649,-17.0897195450324,-19.4995044770568,-5.60656162189839,-10.5005589020986,-57.4700095176826,13.100398860445114,-43.36961065723752,"Enrique Hernandez","10472",571771
"Travis d'Arnaud ","LAA","C",749.77001953125,224,-4.77377822330247,-22.2265138591462,-24.8362109655144,-5.60656162189839,-11.8186206892487,-69.2616853591101,24.78789805156883,-43.473787307541265,"Travis d'Arnaud","7739",518595
"Ronny Mauricio ","NYM","3B",473.5400085449219,245,-1.5984073886247,-20.2508237383332,-21.9625997794218,-3.27535096830239,-10.5005589020986,-57.5877407767807,13.100398860445114,-43.487341916335595,"Ronny Mauricio","23698",677595
"Jorge Mateo ",,"2B/3B/SS/OF/DH",748.6900024414062,252,-3.91969015776973,-21.8313758349836,-22.7836315468768,2.31955460032803,-12.4776515828237,-58.6927945221258,13.937934068046204,-43.75486045407959,"Jorge Mateo","17273",622761
"Jeremiah Jackson ","BAL","OF",602.3800048828125,259,-2.08016639046034,-19.8556857141706,-21.5520838956943,-4.20783522974079,-11.1595897956736,-58.8553610257396,13.814289106390957,-44.041071919348695,"Jeremiah Jackson","22239",669236
"JJ Bleday ",,"OF",669.9199829101562,266,-3.28462052090241,-19.460547690008,-20.7310521282393,-5.14031949117919,-10.5005589020986,-59.1170987324275,13.814289106390957,-44.30280962603653,"JJ Bleday","26368",668709
